Aikaleima (dd.mm.yyyy hh:mm);Viikko;Yhteensä;Kevyt ajoneuvo Imatra;Raskas ajoneuvo Imatra;Kevyt ajoneuvo Lpr;Raskas ajoneuvo Lpr
15.04.2021 15:00;15;1658;778;80;703;97
15.04.2021 16:00;15;1569;758;74;650;87
15.04.2021 17:00;15;1117;550;61;449;57
15.04.2021 18:00;15;934;462;54;343;75
15.04.2021 19:00;15;682;304;50;275;53
15.04.2021 20:00;15;497;231;38;188;40
15.04.2021 21:00;15;352;155;32;132;33
15.04.2021 22:00;15;207;71;12;100;24
15.04.2021 23:00;15;109;33;23;34;19
16.04.2021 00:00;15;70;21;19;15;15
16.04.2021 01:00;15;66;14;26;8;18
16.04.2021 02:00;15;49;7;19;11;12
16.04.2021 03:00;15;66;9;21;15;21
16.04.2021 04:00;15;103;28;35;18;22
16.04.2021 05:00;15;367;129;36;151;51
16.04.2021 06:00;15;949;426;47;427;49
16.04.2021 07:00;15;1147;481;63;532;71
16.04.2021 08:00;15;968;361;90;431;86
16.04.2021 09:00;15;941;366;70;423;82
16.04.2021 10:00;15;988;392;82;430;84
16.04.2021 11:00;15;1047;476;81;418;72
16.04.2021 12:00;15;1218;586;95;457;80
16.04.2021 13:00;15;1385;653;85;559;88
16.04.2021 14:00;15;1553;720;83;671;79
16.04.2021 15:00;15;1719;890;56;701;72
16.04.2021 16:00;15;1538;825;66;595;52
16.04.2021 17:00;15;1207;669;43;433;62
16.04.2021 18:00;15;1006;560;44;359;43
16.04.2021 19:00;15;754;399;36;277;42
16.04.2021 20:00;15;559;259;33;236;31
16.04.2021 21:00;15;387;188;28;152;19
16.04.2021 22:00;15;285;118;17;133;17
16.04.2021 23:00;15;174;64;20;69;21
17.04.2021 00:00;15;100;43;14;33;10
17.04.2021 01:00;15;82;31;21;19;11
17.04.2021 02:00;15;69;21;12;25;11
17.04.2021 03:00;15;50;12;14;17;7
17.04.2021 04:00;15;56;18;10;19;9
17.04.2021 05:00;15;121;56;12;45;8
17.04.2021 06:00;15;211;108;9;84;10
17.04.2021 07:00;15;283;123;16;118;26
17.04.2021 08:00;15;447;164;24;236;23
17.04.2021 09:00;15;720;301;27;349;43
17.04.2021 10:00;15;888;438;22;390;38
17.04.2021 11:00;15;1100;536;31;497;36
17.04.2021 12:00;15;1033;534;22;443;34
17.04.2021 13:00;15;1103;550;24;488;41
17.04.2021 14:00;15;1021;544;23;424;30
17.04.2021 15:00;15;975;531;21;388;35
17.04.2021 16:00;15;830;402;18;385;25
17.04.2021 17:00;15;759;355;12;361;31
17.04.2021 18:00;15;623;299;19;277;28
17.04.2021 19:00;15;487;198;11;254;24
17.04.2021 20:00;15;362;153;5;183;21
17.04.2021 21:00;15;303;139;9;140;15
17.04.2021 22:00;15;201;79;7;107;8
17.04.2021 23:00;15;128;48;7;60;13
18.04.2021 00:00;15;98;51;2;36;9
18.04.2021 01:00;15;79;39;4;30;6
18.04.2021 02:00;15;33;15;2;12;4
18.04.2021 03:00;15;36;22;0;9;5
18.04.2021 04:00;15;40;18;7;11;4
18.04.2021 05:00;15;71;33;3;33;2
18.04.2021 06:00;15;138;74;5;54;5
18.04.2021 07:00;15;157;68;2;75;12
18.04.2021 08:00;15;184;83;8;82;11
18.04.2021 09:00;15;395;174;11;190;20
18.04.2021 10:00;15;659;297;19;319;24
18.04.2021 11:00;15;777;338;16;388;35
18.04.2021 12:00;15;899;417;16;434;32
18.04.2021 13:00;15;995;469;12;476;38
18.04.2021 14:00;15;1066;472;13;531;50
18.04.2021 15:00;15;1011;443;22;518;28
18.04.2021 16:00;15;1002;456;26;470;50
18.04.2021 17:00;15;937;425;20;438;54
18.04.2021 18:00;15;872;354;29;439;50
18.04.2021 19:00;15;655;250;14;354;37
18.04.2021 20:00;15;458;192;22;216;28
18.04.2021 21:00;15;361;161;21;156;23
18.04.2021 22:00;15;183;70;8;83;22
18.04.2021 23:00;15;80;26;7;33;14
19.04.2021 00:00;16;58;16;6;18;18
19.04.2021 01:00;16;33;9;7;7;10
19.04.2021 02:00;16;44;5;11;20;8
19.04.2021 03:00;16;67;10;15;20;22
19.04.2021 04:00;16;129;33;24;41;31
19.04.2021 05:00;16;371;158;30;145;38
19.04.2021 06:00;16;1113;526;53;479;55
19.04.2021 07:00;16;1321;578;73;593;77
19.04.2021 08:00;16;1025;394;76;472;83
19.04.2021 09:00;16;955;383;78;409;85
19.04.2021 10:00;16;902;390;82;353;77
19.04.2021 11:00;16;1007;463;72;389;83
19.04.2021 12:00;16;980;443;80;396;61
19.04.2021 13:00;16;1102;500;97;424;81
19.04.2021 14:00;16;1228;521;89;529;89
19.04.2021 15:00;16;1663;832;82;649;100
19.04.2021 16:00;16;1489;710;70;629;80
19.04.2021 17:00;16;1011;490;59;394;68
19.04.2021 18:00;16;868;371;56;379;62
19.04.2021 19:00;16;647;270;35;287;55
19.04.2021 20:00;16;494;195;45;214;40
19.04.2021 21:00;16;316;132;30;120;34
19.04.2021 22:00;16;221;57;30;102;32
19.04.2021 23:00;16;112;29;25;36;22
20.04.2021 00:00;16;83;20;17;30;16
20.04.2021 01:00;16;63;13;16;15;19
20.04.2021 02:00;16;50;8;23;9;10
20.04.2021 03:00;16;74;12;23;16;23
20.04.2021 04:00;16;127;33;31;28;35
20.04.2021 05:00;16;382;157;40;140;45
20.04.2021 06:00;16;1152;553;67;472;60
20.04.2021 07:00;16;1347;591;77;601;78
20.04.2021 08:00;16;983;384;83;425;91
20.04.2021 09:00;16;926;383;79;380;84
20.04.2021 10:00;16;876;357;77;350;92
20.04.2021 11:00;16;934;383;71;401;79
20.04.2021 12:00;16;983;407;97;385;94
20.04.2021 13:00;16;1087;476;110;404;97
20.04.2021 14:00;16;1240;545;96;520;79
20.04.2021 15:00;16;1534;719;66;657;92
20.04.2021 16:00;16;1547;754;74;645;74
20.04.2021 17:00;16;1089;540;69;398;82
20.04.2021 18:00;16;939;430;55;364;90
20.04.2021 19:00;16;675;288;44;295;48
20.04.2021 20:00;16;509;187;38;237;47
20.04.2021 21:00;16;353;136;32;144;41
20.04.2021 22:00;16;245;72;29;114;30
20.04.2021 23:00;16;111;34;25;34;18
21.04.2021 00:00;16;99;21;17;31;30
21.04.2021 01:00;16;58;10;20;12;16
21.04.2021 02:00;16;66;4;19;15;28
21.04.2021 03:00;16;77;12;24;16;25
21.04.2021 04:00;16;133;33;35;32;33
21.04.2021 05:00;16;378;159;39;142;38
21.04.2021 06:00;16;1110;554;61;440;55
21.04.2021 07:00;16;1297;583;75;559;80
21.04.2021 08:00;16;1007;392;81;446;88
21.04.2021 09:00;16;899;376;92;355;76
21.04.2021 10:00;16;880;344;88;381;67
21.04.2021 11:00;16;990;446;87;366;91
21.04.2021 12:00;16;1065;433;97;436;99
21.04.2021 13:00;16;1074;448;95;448;83
21.04.2021 14:00;16;1203;513;86;512;92
21.04.2021 15:00;16;1620;749;86;697;88
21.04.2021 16:00;16;1550;726;78;649;97
21.04.2021 17:00;16;1072;532;67;405;68
21.04.2021 18:00;16;870;387;69;339;75
21.04.2021 19:00;16;631;268;49;253;61
21.04.2021 20:00;16;418;179;37;156;46
21.04.2021 21:00;16;381;154;34;153;40
21.04.2021 22:00;16;235;78;29;110;18
21.04.2021 23:00;16;113;37;21;32;23
22.04.2021 00:00;16;84;15;23;26;20
22.04.2021 01:00;16;52;8;17;11;16
22.04.2021 02:00;16;51;7;17;11;16
22.04.2021 03:00;16;75;8;28;14;25
22.04.2021 04:00;16;124;27;37;36;24
22.04.2021 05:00;16;366;157;36;141;32
22.04.2021 06:00;16;1111;544;61;439;67
22.04.2021 07:00;16;1336;579;72;590;95
22.04.2021 08:00;16;935;350;76;431;78
22.04.2021 09:00;16;922;371;79;386;86
22.04.2021 10:00;16;944;377;94;400;73
22.04.2021 11:00;16;951;435;78;363;75
22.04.2021 12:00;16;1093;477;79;423;114
22.04.2021 13:00;16;1121;524;78;434;85
22.04.2021 14:00;16;1275;557;67;569;82
22.04.2021 15:00;16;1648;810;73;669;96
22.04.2021 16:00;16;1607;794;75;650;88
22.04.2021 17:00;16;1248;630;75;476;67
22.04.2021 18:00;16;871;430;50;320;71
22.04.2021 19:00;16;706;337;40;291;38
22.04.2021 20:00;16;537;220;31;233;53
22.04.2021 21:00;16;398;189;33;146;30
22.04.2021 22:00;16;244;87;24;104;29
22.04.2021 23:00;16;135;38;24;43;30
23.04.2021 00:00;16;87;22;18;30;17
23.04.2021 01:00;16;64;15;20;12;17
23.04.2021 02:00;16;62;12;18;13;19
23.04.2021 03:00;16;78;9;26;19;24
23.04.2021 04:00;16;115;26;32;26;31
23.04.2021 05:00;16;347;144;40;124;39
23.04.2021 06:00;16;1041;498;53;420;70
23.04.2021 07:00;16;1235;520;85;558;72
23.04.2021 08:00;16;944;374;61;436;73
23.04.2021 09:00;16;883;361;63;394;65
23.04.2021 10:00;16;929;355;76;415;83
23.04.2021 11:00;16;1064;519;62;419;64
23.04.2021 12:00;16;1190;525;73;514;78
23.04.2021 13:00;16;1415;647;79;601;88
23.04.2021 14:00;16;1556;738;73;665;80
23.04.2021 15:00;16;1851;926;78;781;66
23.04.2021 16:00;16;1634;834;59;677;64
23.04.2021 17:00;16;1380;729;50;541;60
23.04.2021 18:00;16;1024;560;57;371;36
23.04.2021 19:00;16;755;405;38;267;45
23.04.2021 20:00;16;522;253;31;206;32
23.04.2021 21:00;16;386;195;28;136;27
23.04.2021 22:00;16;285;101;23;135;26
23.04.2021 23:00;16;155;77;9;58;11
24.04.2021 00:00;16;121;49;19;41;12
24.04.2021 01:00;16;79;32;13;23;11
24.04.2021 02:00;16;66;21;17;20;8
24.04.2021 03:00;16;57;23;12;14;8
24.04.2021 04:00;16;53;17;11;17;8
24.04.2021 05:00;16;141;60;14;53;14
24.04.2021 06:00;16;205;92;13;83;17
24.04.2021 07:00;16;273;115;14;116;28
24.04.2021 08:00;16;376;152;21;183;20
24.04.2021 09:00;16;684;264;13;372;35
24.04.2021 10:00;16;872;395;25;428;24
24.04.2021 11:00;16;1091;515;22;514;40
24.04.2021 12:00;16;1077;511;29;502;35
24.04.2021 13:00;16;1166;607;22;507;30
24.04.2021 14:00;16;1033;527;8;473;25
24.04.2021 15:00;16;1014;529;13;436;36
24.04.2021 16:00;16;890;485;12;370;23
24.04.2021 17:00;16;759;376;20;335;28
24.04.2021 18:00;16;590;308;13;243;26
24.04.2021 19:00;16;471;214;16;219;22
24.04.2021 20:00;16;360;146;17;171;26
24.04.2021 21:00;16;324;135;8;172;9
24.04.2021 22:00;16;210;89;8;102;11
24.04.2021 23:00;16;145;59;5;65;16
25.04.2021 00:00;16;108;54;3;43;8
25.04.2021 01:00;16;92;40;4;40;8
25.04.2021 02:00;16;49;18;4;25;2
25.04.2021 03:00;16;41;20;1;15;5
25.04.2021 04:00;16;31;16;4;9;2
25.04.2021 05:00;16;100;44;4;43;9
25.04.2021 06:00;16;142;68;1;64;9
25.04.2021 07:00;16;150;59;6;75;10
25.04.2021 08:00;16;178;72;6;85;15
25.04.2021 09:00;16;346;133;8;188;17
25.04.2021 10:00;16;510;211;11;264;24
25.04.2021 11:00;16;768;321;13;405;29
25.04.2021 12:00;16;889;385;18;454;32
25.04.2021 13:00;16;1014;458;17;506;33
25.04.2021 14:00;16;1014;442;11;509;52
25.04.2021 15:00;16;997;433;16;498;50
25.04.2021 16:00;16;1019;440;13;520;46
25.04.2021 17:00;16;876;381;14;433;48
25.04.2021 18:00;16;702;324;15;316;47
25.04.2021 19:00;16;521;234;19;239;29
25.04.2021 20:00;16;391;150;24;185;32
25.04.2021 21:00;16;307;133;15;130;29
25.04.2021 22:00;16;181;78;14;67;22
25.04.2021 23:00;16;94;35;6;35;18
26.04.2021 00:00;17;42;13;7;13;9
26.04.2021 01:00;17;35;7;9;9;10
26.04.2021 02:00;17;50;8;15;14;13
26.04.2021 03:00;17;59;11;9;23;16
26.04.2021 04:00;17;133;33;27;42;31
26.04.2021 05:00;17;393;160;39;149;45
26.04.2021 06:00;17;1108;518;49;486;55
26.04.2021 07:00;17;1307;553;66;612;76
26.04.2021 08:00;17;1051;410;88;489;64
26.04.2021 09:00;17;916;383;71;376;86
26.04.2021 10:00;17;916;368;83;377;88
26.04.2021 11:00;17;936;400;74;392;70
26.04.2021 12:00;17;1033;401;86;443;103
26.04.2021 13:00;17;1117;493;92;452;80
26.04.2021 14:00;17;1244;558;79;516;91
26.04.2021 15:00;17;1669;742;96;740;91
26.04.2021 16:00;17;1564;760;89;629;86
26.04.2021 17:00;17;1116;491;79;465;81
26.04.2021 18:00;17;831;415;40;311;65
26.04.2021 19:00;17;624;279;42;254;49
26.04.2021 20:00;17;467;194;40;187;46
26.04.2021 21:00;17;348;141;35;134;38
26.04.2021 22:00;17;210;64;20;101;25
26.04.2021 23:00;17;93;29;15;30;19
27.04.2021 00:00;17;77;14;24;15;24
27.04.2021 01:00;17;59;9;15;13;22
27.04.2021 02:00;17;64;8;21;12;23
27.04.2021 03:00;17;60;11;17;10;22
27.04.2021 04:00;17;99;27;25;26;21
27.04.2021 05:00;17;372;154;40;147;31
27.04.2021 06:00;17;1078;512;59;434;73
27.04.2021 07:00;17;1295;575;70;570;80
27.04.2021 08:00;17;953;368;83;413;89
27.04.2021 09:00;17;911;351;74;407;79
27.04.2021 10:00;17;891;345;75;390;81
27.04.2021 11:00;17;1005;447;75;404;79
27.04.2021 12:00;17;1001;413;85;434;69
27.04.2021 13:00;17;1059;446;105;422;86
27.04.2021 14:00;17;1270;553;78;560;79
27.04.2021 15:00;17;1711;774;75;763;99
27.04.2021 16:00;17;1563;776;75;628;84
27.04.2021 17:00;17;1107;552;66;409;80
27.04.2021 18:00;17;866;427;44;336;59
27.04.2021 19:00;17;628;272;61;256;39
27.04.2021 20:00;17;452;200;39;174;39
27.04.2021 21:00;17;350;149;30;142;29
27.04.2021 22:00;17;228;71;29;103;25
27.04.2021 23:00;17;129;32;24;45;28
28.04.2021 00:00;17;71;14;17;20;20
28.04.2021 01:00;17;50;7;23;8;12
28.04.2021 02:00;17;49;10;19;6;14
28.04.2021 03:00;17;72;11;20;14;27
28.04.2021 04:00;17;106;27;34;19;26
28.04.2021 05:00;17;374;159;30;146;39
28.04.2021 06:00;17;1080;508;57;448;67
28.04.2021 07:00;17;1360;585;76;627;72
28.04.2021 08:00;17;905;345;60;432;68
28.04.2021 09:00;17;889;366;81;375;67
28.04.2021 10:00;17;824;344;73;327;80
28.04.2021 11:00;17;1008;434;89;405;80
28.04.2021 12:00;17;1031;437;90;429;75
28.04.2021 13:00;17;1120;482;109;441;88
28.04.2021 14:00;17;1305;608;90;512;95
28.04.2021 15:00;17;1639;751;72;716;100
28.04.2021 16:00;17;1537;719;69;661;88
28.04.2021 17:00;17;1126;532;56;460;78
28.04.2021 18:00;17;967;481;56;361;69
28.04.2021 19:00;17;678;339;45;244;50
28.04.2021 20:00;17;560;243;39;238;40
28.04.2021 21:00;17;394;175;30;148;41
28.04.2021 22:00;17;238;76;33;111;18
28.04.2021 23:00;17;122;34;22;42;24
29.04.2021 00:00;17;70;23;18;10;19
29.04.2021 01:00;17;56;8;22;11;15
29.04.2021 02:00;17;53;7;17;14;15
29.04.2021 03:00;17;87;20;24;20;23
29.04.2021 04:00;17;98;22;19;35;22
29.04.2021 05:00;17;374;157;45;136;36
29.04.2021 06:00;17;1059;508;55;440;56
29.04.2021 07:00;17;1276;585;68;546;77
29.04.2021 08:00;17;1063;412;76;504;71
29.04.2021 09:00;17;961;399;70;412;80
29.04.2021 10:00;17;953;387;89;409;68
29.04.2021 11:00;17;1042;483;84;388;87
29.04.2021 12:00;17;1058;509;80;396;73
29.04.2021 13:00;17;1240;556;92;503;89
29.04.2021 14:00;17;1379;601;84;600;94
29.04.2021 15:00;17;1778;867;79;754;78
29.04.2021 16:00;17;1733;836;79;734;84
29.04.2021 17:00;17;1318;690;61;490;77
29.04.2021 18:00;17;1106;581;59;399;67
29.04.2021 19:00;17;814;406;29;322;57
29.04.2021 20:00;17;612;286;41;245;40
29.04.2021 21:00;17;421;203;20;168;30
29.04.2021 22:00;17;261;91;24;119;27
29.04.2021 23:00;17;146;57;23;39;27
30.04.2021 00:00;17;77;19;13;25;20
30.04.2021 01:00;17;71;13;20;16;22
30.04.2021 02:00;17;49;9;16;13;11
30.04.2021 03:00;17;59;10;20;12;17
30.04.2021 04:00;17;111;27;25;33;26
30.04.2021 05:00;17;427;224;46;125;32
30.04.2021 06:00;17;962;444;54;400;64
30.04.2021 07:00;17;1192;501;68;550;73
30.04.2021 08:00;17;975;395;71;435;74
30.04.2021 09:00;17;1015;429;62;454;70
30.04.2021 10:00;17;1082;457;76;468;81
30.04.2021 11:00;17;1137;513;77;465;82
30.04.2021 12:00;17;1287;596;76;553;62
30.04.2021 13:00;17;1405;690;71;566;78
30.04.2021 14:00;17;1699;810;65;748;76
30.04.2021 15:00;17;1777;956;70;685;66
30.04.2021 16:00;17;1545;872;45;572;56
30.04.2021 17:00;17;1221;683;50;438;50
30.04.2021 18:00;17;883;508;38;306;31
30.04.2021 19:00;17;613;344;27;214;28
30.04.2021 20:00;17;459;232;24;171;32
30.04.2021 21:00;17;374;178;24;153;19
30.04.2021 22:00;17;246;104;10;114;18
30.04.2021 23:00;17;163;77;12;61;13
01.05.2021 00:00;17;130;51;11;58;10
01.05.2021 01:00;17;105;46;12;37;10
01.05.2021 02:00;17;93;33;16;40;4
01.05.2021 03:00;17;59;19;8;21;11
01.05.2021 04:00;17;77;30;8;28;11
01.05.2021 05:00;17;102;46;10;38;8
01.05.2021 06:00;17;153;80;7;55;11
01.05.2021 07:00;17;174;76;8;77;13
01.05.2021 08:00;17;235;82;12;118;23
01.05.2021 09:00;17;430;203;21;188;18
01.05.2021 10:00;17;567;279;19;245;24
01.05.2021 11:00;17;708;387;9;293;19
01.05.2021 12:00;17;757;382;12;344;19
01.05.2021 13:00;17;801;410;15;356;20
01.05.2021 14:00;17;790;383;14;362;31
01.05.2021 15:00;17;761;370;18;348;25
01.05.2021 16:00;17;715;339;13;325;38
01.05.2021 17:00;17;572;241;11;289;31
01.05.2021 18:00;17;526;256;8;251;11
01.05.2021 19:00;17;438;170;12;236;20
01.05.2021 20:00;17;323;126;8;173;16
01.05.2021 21:00;17;325;149;13;154;9
01.05.2021 22:00;17;222;103;9;97;13
01.05.2021 23:00;17;139;65;6;61;7
02.05.2021 00:00;17;102;40;6;51;5
02.05.2021 01:00;17;86;30;8;43;5
02.05.2021 02:00;17;65;26;2;34;3
02.05.2021 03:00;17;39;17;4;13;5
02.05.2021 04:00;17;40;17;3;17;3
02.05.2021 05:00;17;75;40;2;29;4
02.05.2021 06:00;17;144;74;3;56;11
02.05.2021 07:00;17;156;68;9;70;9
02.05.2021 08:00;17;207;82;11;96;18
02.05.2021 09:00;17;438;217;12;188;21
02.05.2021 10:00;17;608;282;10;290;26
02.05.2021 11:00;17;928;400;17;466;45
02.05.2021 12:00;17;1019;439;18;523;39
02.05.2021 13:00;17;1121;476;13;590;42
02.05.2021 14:00;17;1100;461;10;591;38
02.05.2021 15:00;17;1134;467;16;616;35
02.05.2021 16:00;17;1150;462;7;626;55
02.05.2021 17:00;17;971;421;14;495;41
02.05.2021 18:00;17;795;326;17;416;36
02.05.2021 19:00;17;691;299;19;341;32
02.05.2021 20:00;17;489;197;23;236;33
02.05.2021 21:00;17;372;163;15;174;20
02.05.2021 22:00;17;200;89;12;82;17
02.05.2021 23:00;17;93;38;2;38;15
03.05.2021 00:00;18;57;14;7;25;11
03.05.2021 01:00;18;44;11;10;11;12
03.05.2021 02:00;18;48;9;14;10;15
03.05.2021 03:00;18;65;12;13;24;16
03.05.2021 04:00;18;129;38;21;43;27
03.05.2021 05:00;18;420;172;44;166;38
03.05.2021 06:00;18;1154;577;45;477;55
03.05.2021 07:00;18;1346;584;66;624;72
03.05.2021 08:00;18;1057;404;82;492;79
03.05.2021 09:00;18;945;391;74;398;82
03.05.2021 10:00;18;1023;453;89;394;87
03.05.2021 11:00;18;1059;483;72;421;83
03.05.2021 12:00;18;1003;437;69;434;63
03.05.2021 13:00;18;1114;491;76;474;73
03.05.2021 14:00;18;1361;599;89;585;88
03.05.2021 15:00;18;1705;751;86;772;96
03.05.2021 16:00;18;1637;755;72;715;95
03.05.2021 17:00;18;1135;525;61;461;88
03.05.2021 18:00;18;884;395;59;370;60
03.05.2021 19:00;18;675;299;50;266;60
03.05.2021 20:00;18;429;190;40;155;44
03.05.2021 21:00;18;335;139;33;139;24
03.05.2021 22:00;18;250;67;27;115;41
03.05.2021 23:00;18;112;26;20;42;24
04.05.2021 00:00;18;77;20;17;19;21
04.05.2021 01:00;18;69;8;26;13;22
04.05.2021 02:00;18;51;7;17;5;22
04.05.2021 03:00;18;89;18;27;20;24
04.05.2021 04:00;18;128;34;27;29;38
04.05.2021 05:00;18;380;160;38;140;42
04.05.2021 06:00;18;1123;530;57;476;60
04.05.2021 07:00;18;1348;591;69;615;73
04.05.2021 08:00;18;1046;428;86;455;77
04.05.2021 09:00;18;884;355;65;368;96
04.05.2021 10:00;18;852;351;81;343;77
04.05.2021 11:00;18;916;394;73;383;66
04.05.2021 12:00;18;961;383;88;425;65
04.05.2021 13:00;18;1112;493;93;434;92
04.05.2021 14:00;18;1231;523;86;533;89
04.05.2021 15:00;18;1619;733;74;728;84
04.05.2021 16:00;18;1602;730;71;716;85
04.05.2021 17:00;18;1083;533;71;414;65
04.05.2021 18:00;18;873;409;49;346;69
04.05.2021 19:00;18;680;308;45;262;65
04.05.2021 20:00;18;494;205;45;194;50
04.05.2021 21:00;18;363;145;38;148;32
04.05.2021 22:00;18;243;85;27;104;27
04.05.2021 23:00;18;106;29;18;38;21
05.05.2021 00:00;18;115;25;33;26;31
05.05.2021 01:00;18;69;5;31;15;18
05.05.2021 02:00;18;56;7;15;9;25
05.05.2021 03:00;18;70;16;27;11;16
05.05.2021 04:00;18;105;30;30;21;24
05.05.2021 05:00;18;435;184;42;161;48
05.05.2021 06:00;18;1124;527;64;464;69
05.05.2021 07:00;18;1351;618;75;578;80
05.05.2021 08:00;18;1065;427;75;489;74
05.05.2021 09:00;18;934;375;59;407;93
05.05.2021 10:00;18;863;359;71;360;73
05.05.2021 11:00;18;984;418;90;395;81
05.05.2021 12:00;18;1011;443;80;412;76
05.05.2021 13:00;18;1127;498;97;443;89
05.05.2021 14:00;18;1288;580;72;551;85
05.05.2021 15:00;18;1717;800;78;746;93
05.05.2021 16:00;18;1652;753;74;735;90
05.05.2021 17:00;18;1243;591;70;503;79
05.05.2021 18:00;18;895;418;59;351;67
05.05.2021 19:00;18;737;319;52;313;53
05.05.2021 20:00;18;557;234;58;220;45
05.05.2021 21:00;18;333;129;31;142;31
05.05.2021 22:00;18;236;79;25;104;28
05.05.2021 23:00;18;104;30;20;31;23
06.05.2021 00:00;18;85;18;17;29;21
06.05.2021 01:00;18;70;15;17;12;26
06.05.2021 02:00;18;49;2;26;8;13
06.05.2021 03:00;18;57;9;21;11;16
06.05.2021 04:00;18;122;31;37;26;28
06.05.2021 05:00;18;385;165;38;140;42
06.05.2021 06:00;18;1079;514;48;455;62
06.05.2021 07:00;18;1286;541;78;598;69
06.05.2021 08:00;18;1008;398;65;453;92
06.05.2021 09:00;18;853;340;69;366;78
06.05.2021 10:00;18;860;351;88;337;84
06.05.2021 11:00;18;999;379;105;415;100
06.05.2021 12:00;18;1066;479;79;415;93
06.05.2021 13:00;18;1150;477;84;493;96
06.05.2021 14:00;18;1260;531;91;550;88
06.05.2021 15:00;18;1662;747;84;752;79
06.05.2021 16:00;18;1652;771;75;720;86
06.05.2021 17:00;18;1184;595;64;458;67
06.05.2021 18:00;18;906;466;55;325;60
06.05.2021 19:00;18;678;346;35;242;55
06.05.2021 20:00;18;490;235;37;177;41
06.05.2021 21:00;18;406;186;42;145;33
06.05.2021 22:00;18;215;84;22;90;19
06.05.2021 23:00;18;122;44;14;44;20
07.05.2021 00:00;18;86;21;23;30;12
07.05.2021 01:00;18;69;15;19;13;22
07.05.2021 02:00;18;64;8;25;12;19
07.05.2021 03:00;18;74;11;28;17;18
07.05.2021 04:00;18;109;30;22;28;29
07.05.2021 05:00;18;394;165;43;151;35
07.05.2021 06:00;18;1028;483;52;429;64
07.05.2021 07:00;18;1298;535;90;593;80
07.05.2021 08:00;18;942;385;67;414;76
07.05.2021 09:00;18;946;376;72;421;77
07.05.2021 10:00;18;1047;404;90;475;78
07.05.2021 11:00;18;1117;492;85;450;90
07.05.2021 12:00;18;1241;565;91;505;80
07.05.2021 13:00;18;1368;646;88;546;88
07.05.2021 14:00;18;1657;771;71;722;93
07.05.2021 15:00;18;1852;888;73;811;80
07.05.2021 16:00;18;1713;934;75;646;58
07.05.2021 17:00;18;1371;727;45;537;62
07.05.2021 18:00;18;1138;661;49;387;41
07.05.2021 19:00;18;851;498;20;293;40
07.05.2021 20:00;18;622;326;31;229;36
07.05.2021 21:00;18;423;208;26;158;31
07.05.2021 22:00;18;303;120;20;142;21
07.05.2021 23:00;18;165;74;13;65;13
08.05.2021 00:00;18;125;55;15;46;9
08.05.2021 01:00;18;83;36;15;26;6
08.05.2021 02:00;18;93;31;22;27;13
08.05.2021 03:00;18;55;24;14;13;4
08.05.2021 04:00;18;71;27;13;18;13
08.05.2021 05:00;18;135;45;17;58;15
08.05.2021 06:00;18;223;122;12;82;7
08.05.2021 07:00;18;289;122;12;130;25
08.05.2021 08:00;18;467;195;14;231;27
08.05.2021 09:00;18;728;329;14;361;24
08.05.2021 10:00;18;1001;447;23;500;31
08.05.2021 11:00;18;1124;599;28;466;31
08.05.2021 12:00;18;1274;648;17;577;32
08.05.2021 13:00;18;1199;606;26;536;31
08.05.2021 14:00;18;1141;552;16;531;42
08.05.2021 15:00;18;1090;544;18;485;43
08.05.2021 16:00;18;950;529;9;389;23
08.05.2021 17:00;18;832;438;17;347;30
08.05.2021 18:00;18;721;342;13;341;25
08.05.2021 19:00;18;520;222;16;264;18
08.05.2021 20:00;18;418;203;10;193;12
08.05.2021 21:00;18;355;173;2;167;13
08.05.2021 22:00;18;269;130;11;115;13
08.05.2021 23:00;18;200;92;5;91;12
09.05.2021 00:00;18;117;51;0;58;8
09.05.2021 01:00;18;88;40;4;39;5
09.05.2021 02:00;18;54;24;1;27;2
09.05.2021 03:00;18;22;8;2;9;3
09.05.2021 04:00;18;39;19;6;10;4
09.05.2021 05:00;18;82;38;2;35;7
09.05.2021 06:00;18;157;87;4;55;11
09.05.2021 07:00;18;153;71;4;66;12
09.05.2021 08:00;18;232;113;6;98;15
09.05.2021 09:00;18;420;204;5;195;16
09.05.2021 10:00;18;722;342;11;343;26
09.05.2021 11:00;18;985;535;13;410;27
09.05.2021 12:00;18;1120;556;13;521;30
09.05.2021 13:00;18;1161;564;23;539;35
09.05.2021 14:00;18;1177;555;15;560;47
09.05.2021 15:00;18;1149;514;14;581;40
09.05.2021 16:00;18;1133;480;13;594;46
09.05.2021 17:00;18;1167;473;11;631;52
09.05.2021 18:00;18;1007;434;12;525;36
09.05.2021 19:00;18;827;335;16;430;46
09.05.2021 20:00;18;522;207;11;269;35
09.05.2021 21:00;18;397;176;13;195;13
09.05.2021 22:00;18;200;87;6;90;17
09.05.2021 23:00;18;101;53;11;26;11
10.05.2021 00:00;19;52;20;7;20;5
10.05.2021 01:00;19;46;15;7;13;11
10.05.2021 02:00;19;44;13;13;8;10
10.05.2021 03:00;19;70;12;11;27;20
10.05.2021 04:00;19;127;24;26;55;22
10.05.2021 05:00;19;410;179;40;157;34
10.05.2021 06:00;19;1193;585;49;506;53
10.05.2021 07:00;19;1374;582;80;620;92
10.05.2021 08:00;19;1061;430;81;473;77
10.05.2021 09:00;19;957;386;66;441;64
10.05.2021 10:00;19;952;381;89;388;94
